subject,list,object,objectPair,condition,responses,afc,pas,pas2
41,1,86,29,2,hook,1,3,3
41,1,177,179,4,paper towels,1,3,3
41,1,161,163,1,pen,0,NA,NA
41,1,118,115,3,shirt,1,1,1
41,1,124,100,1,magnifying glass,0,0,NA
41,1,107,64,4,ring,1,3,3
41,1,181,184,3,clip board,1,3,2
41,1,29,86,2,candlestick,1,3,3
41,1,179,177,4,wrap,0,3,3
41,1,64,107,4,watch,1,3,3
41,1,6,3,2,plate,1,3,3
41,1,100,124,1,guitar,1,NA,0
41,1,115,118,3,boot,0,1,2
41,1,163,161,1,shoe,0,NA,NA
41,1,184,181,3,box,1,1,2
41,2,137,28,1,flask,0,3,NA
41,2,166,129,4,nail,1,2,3
41,2,102,110,4,saddle,1,3,3
41,2,189,19,3,pen,1,3,2
41,2,183,185,1,chain,1,2,NA
41,2,85,25,2,screw,1,2,3
41,2,111,125,3,frame,0,3,2
41,2,37,112,2,comb,1,1,3
41,2,25,85,2,calculator,1,NA,3
41,2,185,183,1,microphone,0,3,NA
41,2,112,37,2,rake,1,NA,3
41,2,129,166,4,knot,1,0,3
41,2,28,137,1,candle,0,3,0
41,2,19,189,3,bracelet,1,NA,2
41,2,125,111,3,corkscrew,0,3,1
41,2,110,102,4,pencil,0,3,3
41,3,30,69,4,cane,1,3,3
41,3,192,133,1,ladder,1,3,3
41,3,52,26,3,purse,1,2,3
41,3,126,167,1,piano,1,3,3
41,3,31,47,3,cell phone,1,NA,NA
41,3,61,121,2,glass,0,2,2
41,3,147,146,2,hole punch,1,1,2
41,3,66,95,4,wallet,1,3,3
41,3,121,61,2,mug,1,3,3
41,3,167,126,1,nail clipper,1,3,3
41,3,95,66,4,guitar,1,NA,0
41,3,26,52,3,camera,1,2,2
41,3,146,147,2,book,1,3,3
41,3,47,31,3,paper,1,NA,0
41,3,69,30,4,umbrella,1,3,3
41,3,133,192,1,guitar,1,0,0
41,4,7,119,4,battery,1,3,3
41,4,139,14,1,bobby pin,0,3,NA
41,4,113,76,2,cheese grater,0,0,3
41,4,34,4,2,tile,1,3,3
41,4,99,56,3,saw,1,3,2
41,4,187,2,3,jacket,1,3,3
41,4,155,141,4,knife,1,3,NA
41,4,80,50,1,wood,0,2,3
41,4,50,80,1,door,1,NA,3
41,4,119,7,4,pill,1,2,3
41,4,14,139,1,camera,0,0,3
41,4,141,155,4,purse,1,3,3
41,4,56,99,3,saw,1,2,3
41,4,4,34,2,shirt,0,0,NA
41,4,2,187,3,backpack,1,3,NA
41,4,76,113,2,thimble,1,3,3
41,5,150,156,2,cookie cutter,1,3,3
41,5,98,78,4,scarf,1,3,3
41,5,71,20,3,bag,1,NA,NA
41,5,103,11,4,rug,1,3,3
41,5,32,122,1,chain,0,3,3
41,5,88,40,2,spoon,1,3,3
41,5,44,43,1,crib,0,3,3
41,5,143,128,3,boot,1,NA,NA
41,5,122,32,1,hook,1,3,3
41,5,20,71,3,wallet,0,3,3
41,5,43,44,1,pencil,1,NA,NA
41,5,11,103,4,bib,1,2,2
41,5,128,143,3,bag,1,3,3
41,5,40,88,2,shoe,0,NA,NA
41,5,156,150,2,icecube tray,1,3,3
41,5,78,98,4,sweater,1,3,3
41,6,174,131,1,pants,0,3,3
41,6,72,89,2,towel,1,3,NA
41,6,62,123,4,kettle,1,3,3
41,6,13,16,2,binder,1,3,3
41,6,154,176,3,spoon,1,NA,3
41,6,79,59,1,sunglasses,1,NA,3
41,6,104,1,4,rolling pin,1,NA,2
41,6,165,45,3,mouse trap,1,3,3
41,6,89,72,2,sponge,1,NA,NA
41,6,131,174,1,glove,1,3,3
41,6,16,13,2,book,1,2,2
41,6,59,79,1,keys,0,3,3
41,6,45,165,3,plate,1,3,NA
41,6,1,104,4,kettle,1,3,NA
41,6,123,62,4,helmet,1,3,3
41,6,176,154,3,paperclip,1,3,3
41,7,90,57,2,computer drive,1,2,3
41,7,117,135,3,hose,1,3,3
41,7,145,15,1,speaker,0,3,3
41,7,172,170,4,rake,1,3,3
41,7,188,186,1,disk,1,NA,NA
41,7,60,191,4,cord,1,3,3
41,7,53,23,2,plate,0,NA,0
41,7,58,74,3,disk,1,NA,0
41,7,23,53,2,bucket,1,NA,NA
41,7,186,188,1,lantern,0,2,3
41,7,170,172,4,notebook,1,3,3
41,7,191,60,4,hose,1,3,3
41,7,74,58,3,tire,1,3,3
41,7,135,117,3,spoon,1,3,3
41,7,57,90,2,computor drive,1,3,3
41,7,15,145,1,boat,1,3,3
41,8,73,68,1,wrench,1,3,3
41,8,39,18,2,desk,0,NA,3
41,8,81,96,4,stroller,1,3,3
41,8,151,97,4,key,1,3,2
41,8,8,153,1,chair,0,3,3
41,8,144,140,3,marker,1,0,NA
41,8,157,33,3,axe,1,3,3
41,8,159,162,2,pliars,1,3,3
41,8,68,73,1,vase,0,3,NA
41,8,96,81,4,truck,1,3,3
41,8,97,151,4,scissors,1,3,2
41,8,140,144,3,hammer,1,3,NA
41,8,162,159,2,lighter,0,3,3
41,8,33,157,3,chair,1,NA,2
41,8,18,39,2,box,1,0,2
41,8,153,8,1,bed,0,3,NA
42,1,118,115,4,puzzle piece,0,3,3
42,1,3,6,3,toilet,1,3,3
42,1,107,64,1,clock,1,NA,NA
42,1,124,100,2,smoking handle,0,3,3
42,1,181,184,4,clipboard,1,3,3
42,1,86,29,3,hooka flask,0,3,3
42,1,177,179,1,toilet paper,1,0,NA
42,1,161,163,2,handle,1,3,0
42,1,100,124,2,sattelite,1,3,3
42,1,29,86,3,hooka flask,1,3,3
42,1,6,3,3,white table of sorts,1,3,3
42,1,115,118,4,shoe,0,3,3
42,1,184,181,4,coffin,1,3,3
42,1,179,177,1,roll of paper,0,NA,NA
42,1,64,107,1,clock,0,NA,0
42,1,163,161,2,shoe,0,3,3
42,2,102,110,1,boot,0,3,0
42,2,111,125,4,baby toy,1,3,3
42,2,85,25,3,corkscrew,1,0,3
42,2,137,28,2,show,0,0,3
42,2,37,112,3,comb,1,3,3
42,2,166,129,1,pen,0,3,NA
42,2,189,19,4,classy pen,1,3,3
42,2,183,185,2,metal,1,3,3
42,2,112,37,3,rake,1,3,3
42,2,19,189,4,bracelet,1,3,3
42,2,28,137,2,pot,1,NA,3
42,2,125,111,4,corkscrew,1,3,3
42,2,185,183,2,handle,1,NA,3
42,2,110,102,1,idk,0,3,0
42,2,129,166,1,cloth,1,3,0
42,2,25,85,3,calculator,1,NA,3
42,3,52,26,4,trash bin,1,3,3
42,3,192,133,2,ladder,1,NA,NA
42,3,30,69,1,fish pole,1,3,3
42,3,61,121,3,wine glass,1,0,NA
42,3,147,146,3,hole punch,1,3,3
42,3,66,95,1,shoe,0,3,3
42,3,126,167,2,black,0,3,2
42,3,31,47,4,cellphone,1,3,3
42,3,146,147,3,door hinge,1,0,NA
42,3,133,192,2,guitar,1,0,0
42,3,69,30,1,umbrella,1,3,3
42,3,47,31,4,nailclippers,1,3,3
42,3,26,52,4,camera,1,3,3
42,3,95,66,1,shoes,0,3,3
42,3,167,126,2,nail clippers,1,3,3
42,3,121,61,3,mug,0,3,3
42,4,139,14,2,bobby pin,1,NA,3
42,4,34,4,3,chess,1,3,0
42,4,187,2,4,shirt,1,NA,3
42,4,99,56,4,saw,1,3,3
42,4,155,141,1,wood,0,3,0
42,4,7,119,1,battery,0,3,3
42,4,80,50,2,coin,1,2,3
42,4,113,76,3,radio,1,3,NA
42,4,119,7,1,pole of sortd,1,0,3
42,4,4,34,3,bag,1,3,NA
42,4,141,155,1,idk,0,3,3
42,4,2,187,4,bag,1,3,3
42,4,76,113,3,grinder,1,3,3
42,4,50,80,2,cloth cleaner,1,NA,3
42,4,14,139,2,idk,1,3,3
42,4,56,99,4,cloth hanger,1,3,3
42,5,44,43,2,crib,1,3,3
42,5,103,11,1,lure,0,3,3
42,5,32,122,2,chain,1,0,NA
42,5,71,20,4,idk,0,NA,NA
42,5,98,78,1,scarf,1,0,0
42,5,150,156,3,tea pot,1,3,3
42,5,88,40,3,soup spoon,1,3,3
42,5,143,128,4,hihg heels,1,3,3
42,5,43,44,2,stick,1,3,3
42,5,78,98,1,sweater,1,NA,NA
42,5,11,103,1,wood design,0,3,3
42,5,40,88,3,idk,0,3,3
42,5,122,32,2,fish hook,1,3,3
42,5,20,71,4,idk,0,3,3
42,5,156,150,3,ice maker,1,3,3
42,5,128,143,4,vest,1,3,3
42,6,165,45,4,mouse trap,1,NA,3
42,6,79,59,2,glasses,1,0,3
42,6,104,1,1,roller,1,3,0
42,6,174,131,2,gloves,1,NA,0
42,6,154,176,4,spoon,1,NA,3
42,6,13,16,3,binder,1,3,3
42,6,72,89,3,towel,1,3,3
42,6,62,123,1,paint bucker,1,3,0
42,6,16,13,3,book,0,3,NA
42,6,176,154,4,paper clip,1,3,3
42,6,59,79,2,paint tray,0,3,3
42,6,45,165,4,cutting board,1,3,3
42,6,131,174,2,gloves,0,3,3
42,6,123,62,1,helmet,0,3,3
42,6,1,104,1,teapot,0,3,3
42,6,89,72,3,sponge,1,3,3
42,7,117,135,4,airplane,1,3,3
42,7,188,186,2,record,1,3,3
42,7,53,23,3,dispersory,1,0,NA
42,7,172,170,1,paint brush,0,3,3
42,7,58,74,4,cd,0,3,3
42,7,90,57,3,speaker,1,0,NA
42,7,60,191,1,rope,1,3,3
42,7,145,15,2,router,0,3,3
42,7,23,53,3,bucket,1,3,3
42,7,191,60,1,wire for computer,1,NA,NA
42,7,74,58,4,tire,1,3,3
42,7,15,145,2,boat,1,0,NA
42,7,186,188,2,lap,1,3,2
42,7,57,90,3,internals for computer,1,3,3
42,7,135,117,4,bobby pin,1,3,3
42,7,170,172,1,note book,1,3,3
42,8,157,33,4,axe,0,3,3
42,8,144,140,4,highlighter,1,3,3
42,8,81,96,1,baby trolly,0,2,3
42,8,159,162,3,nail cutter,1,3,NA
42,8,8,153,2,idk,1,NA,3
42,8,39,18,3,mouse,1,NA,3
42,8,73,68,2,screw driver,1,NA,3
42,8,151,97,1,key,1,NA,3
42,8,33,157,4,chair,1,3,3
42,8,96,81,1,truck,1,3,NA
42,8,97,151,1,scissor,1,3,3
42,8,18,39,3,box,1,3,3
42,8,68,73,2,vase,1,3,3
42,8,153,8,2,stick,1,3,NA
42,8,140,144,4,hammer,1,3,NA
42,8,162,159,3,some device,1,3,3
43,1,118,115,2,mousepad,1,3,3
43,1,161,163,4,pen,1,3,3
43,1,107,64,3,ring,1,3,3
43,1,3,6,1,bowl,1,NA,NA
43,1,177,179,3,bandages,1,3,3
43,1,181,184,2,clipboard,1,3,3
43,1,86,29,1,earring,1,0,NA
43,1,124,100,4,magnifying glass,1,3,3
43,1,115,118,2,plastic,1,3,3
43,1,100,124,4,satellite,1,3,3
43,1,163,161,4,shoe,1,3,3
43,1,179,177,3,ace bandages,1,2,3
43,1,6,3,1,sink,0,0,0
43,1,64,107,3,watch,1,3,3
43,1,184,181,2,chest,1,3,3
43,1,29,86,1,candlewick,0,NA,NA
43,2,189,19,2,pen,1,3,3
43,2,111,125,2,corkscrew,1,NA,3
43,2,102,110,3,saddle,1,0,2
43,2,183,185,4,no idea,1,3,3
43,2,137,28,4,whiskey flask,1,3,3
43,2,37,112,1,comb,1,3,NA
43,2,85,25,1,screw,0,3,NA
43,2,166,129,3,nail,1,3,3
43,2,185,183,4,stand,1,3,3
43,2,110,102,3,no idea,0,NA,3
43,2,125,111,2,corkscrew,1,3,3
43,2,28,137,4,candle,1,3,3
43,2,25,85,1,calculator,0,3,0
43,2,19,189,2,necklace,1,NA,3
43,2,129,166,3,knot,1,3,3
43,2,112,37,1,rake,1,3,NA
43,3,192,133,4,ladder,1,NA,0
43,3,31,47,2,cell phone,1,2,2
43,3,66,95,3,wallet,1,NA,NA
43,3,52,26,2,trash can,1,3,3
43,3,30,69,3,crowbar,1,0,NA
43,3,126,167,4,stove,1,3,3
43,3,61,121,1,wine glass,1,3,3
43,3,147,146,1,nail cutter,0,3,3
43,3,69,30,3,umbrella,1,3,3
43,3,95,66,3,sneakers,1,3,3
43,3,133,192,4,guitar,1,3,3
43,3,26,52,2,flashlight,1,3,3
43,3,121,61,1,mug,1,3,3
43,3,146,147,1,hunge,0,3,3
43,3,167,126,4,nailcutters,1,NA,0
43,3,47,31,2,no idea,1,3,3
43,4,34,4,1,chessboard,1,3,3
43,4,155,141,3,high heel,1,3,NA
43,4,139,14,4,bobby pin,1,3,0
43,4,187,2,2,backpack,0,0,3
43,4,80,50,4,sundial,1,3,3
43,4,113,76,1,table top,1,3,3
43,4,7,119,3,battery,1,NA,3
43,4,99,56,2,saw,1,0,3
43,4,4,34,1,chessboard,0,3,3
43,4,119,7,3,pill,1,NA,3
43,4,76,113,1,showerhead,0,3,NA
43,4,141,155,3,backpack,1,3,NA
43,4,56,99,2,no idea,0,2,3
43,4,14,139,4,binoculars,1,3,3
43,4,2,187,2,backpack,1,3,3
43,4,50,80,4,drawers,1,3,3
43,5,150,156,1,no idea,0,3,3
43,5,32,122,4,chains,1,NA,0
43,5,44,43,4,crib,1,0,NA
43,5,88,40,1,pipe,0,3,3
43,5,143,128,2,high heel,1,3,3
43,5,103,11,3,rug,0,3,3
43,5,71,20,2,no idea,0,3,3
43,5,98,78,3,scarf,1,3,3
43,5,78,98,3,sweater,1,3,3
43,5,11,103,3,bib,1,3,3
43,5,43,44,4,crayon,1,3,3
43,5,40,88,1,shoe,0,3,3
43,5,128,143,2,bag,1,3,3
43,5,122,32,4,fish hook,1,3,3
43,5,20,71,2,shoe,0,NA,NA
43,5,156,150,1,ice cube maker,1,NA,0
43,6,165,45,2,mouse trap,1,3,0
43,6,72,89,1,sponge,0,0,0
43,6,79,59,4,sunglasses,1,3,3
43,6,174,131,4,pants,1,NA,3
43,6,62,123,3,watering pail,1,3,3
43,6,104,1,3,rolling pin,1,3,3
43,6,154,176,2,spoon,1,3,3
43,6,13,16,1,binder,1,3,3
43,6,89,72,1,sponge,0,NA,2
43,6,1,104,3,teapot,1,3,NA
43,6,176,154,2,paperclip,1,3,3
43,6,45,165,2,cutting board,1,3,0
43,6,59,79,4,car keys,1,3,3
43,6,123,62,3,stool,1,0,3
43,6,16,13,1,book,0,3,3
43,6,131,174,4,glove,1,3,3
43,7,145,15,4,router,1,3,3
43,7,58,74,2,cd,0,3,3
43,7,188,186,4,record,1,3,3
43,7,53,23,1,no idea,0,3,3
43,7,90,57,1,boom box,1,0,NA
43,7,60,191,3,ethernet cables,1,0,NA
43,7,172,170,3,magnifying glass,0,3,3
43,7,117,135,2,spray hose,1,3,3
43,7,170,172,3,sketchbook,1,3,3
43,7,15,145,4,yacht,1,2,3
43,7,191,60,3,water hose,1,NA,NA
43,7,23,53,1,bucket,0,3,3
43,7,186,188,4,lamp,1,3,3
43,7,57,90,1,computer chip,1,3,3
43,7,135,117,2,earring,1,3,3
43,7,74,58,2,wheel,1,0,NA
43,8,159,162,1,hook,0,3,3
43,8,157,33,2,axe,1,3,NA
43,8,151,97,3,key,1,3,3
43,8,8,153,4,bed,1,3,3
43,8,39,18,1,mouse,0,3,3
43,8,144,140,2,marker,1,NA,3
43,8,81,96,3,stroller,1,3,NA
43,8,73,68,4,toothbrush,1,NA,0
43,8,68,73,4,vase,1,3,3
43,8,96,81,3,truck,1,3,0
43,8,18,39,1,phone,1,3,3
43,8,162,159,1,iron,0,3,3
43,8,33,157,2,office chair,1,NA,3
43,8,140,144,2,aze,1,NA,3
43,8,153,8,4,marker,1,3,3
43,8,97,151,3,scissors,1,3,3
44,1,118,115,3,book,1,1,2
44,1,124,100,1,magnifying glass,0,NA,0
44,1,161,163,1,marker,0,NA,NA
44,1,86,29,2,hammer,1,3,3
44,1,181,184,3,clipboard,1,2,2
44,1,177,179,4,paper towels,1,3,3
44,1,107,64,4,ring,1,3,3
44,1,3,6,2,tub,1,3,3
44,1,179,177,4,wrap,1,3,3
44,1,64,107,4,watch,1,3,3
44,1,163,161,1,shoe,1,NA,NA
44,1,29,86,2,candlestick,1,3,3
44,1,184,181,3,car,1,0,1
44,1,100,124,1,satellite,1,NA,NA
44,1,115,118,3,puzzle piece,1,3,3
44,1,6,3,2,cloud,0,3,3
44,2,166,129,4,nail,1,0,3
44,2,189,19,3,pen,1,3,3
44,2,37,112,2,comb,1,3,3
44,2,183,185,1,rake,0,2,NA
44,2,85,25,2,screw,1,3,3
44,2,102,110,4,saddle,1,NA,2
44,2,111,125,3,tire,0,3,2
44,2,137,28,1,flask,1,3,0
44,2,25,85,2,calculator,1,1,3
44,2,110,102,4,chair,1,NA,3
44,2,129,166,4,knot,1,NA,3
44,2,28,137,1,drum,0,2,NA
44,2,185,183,1,chair,0,3,0
44,2,19,189,3,bracelet,1,3,1
44,2,125,111,3,hammer,1,3,2
44,2,112,37,2,rake,1,3,2
44,3,192,133,1,ladder,0,NA,NA
44,3,126,167,1,lamp,1,3,3
44,3,147,146,2,hole punch,1,2,3
44,3,61,121,2,mug,0,1,3
44,3,31,47,3,phone,1,0,NA
44,3,66,95,4,wallet,1,3,3
44,3,52,26,3,trash,0,0,NA
44,3,30,69,4,cane,1,2,3
44,3,26,52,3,camera,1,3,3
44,3,121,61,2,mug,1,3,3
44,3,47,31,3,dice,1,3,3
44,3,69,30,4,umbrella,1,NA,NA
44,3,95,66,4,shoe,1,3,3
44,3,167,126,1,light,0,2,2
44,3,146,147,2,hinge,1,2,2
44,3,133,192,1,guitar,1,3,3
44,4,113,76,2,lamp,0,3,3
44,4,155,141,4,lamp,1,3,3
44,4,80,50,1,radio,1,NA,NA
44,4,187,2,3,purse,0,2,3
44,4,34,4,2,chess board,0,3,2
44,4,7,119,4,battery,1,3,3
44,4,99,56,3,saw,1,NA,3
44,4,139,14,1,bobby pin,0,3,3
44,4,2,187,3,bag,1,2,NA
44,4,76,113,2,thimble,1,3,3
44,4,14,139,1,chair,0,3,0
44,4,56,99,3,scissors,1,NA,3
44,4,141,155,4,hande,1,NA,2
44,4,4,34,2,bandana,0,3,3
44,4,50,80,1,chest,1,3,1
44,4,119,7,4,pill,1,3,NA
44,5,32,122,1,chain,0,NA,NA
44,5,143,128,3,shoe,1,2,3
44,5,103,11,4,carpet,1,3,3
44,5,88,40,2,magnifying glass,1,3,3
44,5,44,43,1,cradle,1,0,NA
44,5,98,78,4,scarf,1,2,2
44,5,150,156,2,kettle,1,3,3
44,5,71,20,3,book,1,NA,NA
44,5,156,150,2,ice tray,1,3,3
44,5,78,98,4,sweater,1,3,3
44,5,40,88,2,curtain,0,1,3
44,5,11,103,4,bib,1,3,2
44,5,43,44,1,pen,1,3,3
44,5,122,32,1,fish bait,1,NA,NA
44,5,20,71,3,mug,1,3,3
44,5,128,143,3,bag,1,3,3
44,6,79,59,1,sunglasses,0,NA,2
44,6,13,16,2,binder,1,3,3
44,6,62,123,4,pot,1,2,NA
44,6,104,1,4,rolling pin,1,NA,NA
44,6,154,176,3,spoon,1,NA,NA
44,6,72,89,2,blanket,1,3,3
44,6,174,131,1,pants,0,3,0
44,6,165,45,3,book,1,3,2
44,6,59,79,1,plate,0,NA,3
44,6,1,104,4,tea pot,1,3,3
44,6,89,72,2,sponge,1,3,3
44,6,45,165,3,plate,1,3,2
44,6,176,154,3,paper clip,1,3,NA
44,6,16,13,2,binder,1,3,3
44,6,131,174,1,glove,0,3,3
44,6,123,62,4,stool,1,2,3
44,7,58,74,3,cd,1,3,2
44,7,188,186,1,record,0,NA,NA
44,7,117,135,3,plane,1,2,3
44,7,90,57,2,spekaer,1,3,3
44,7,53,23,2,book,0,3,3
44,7,60,191,4,adaptor,1,3,3
44,7,172,170,4,paintbrush,1,NA,NA
44,7,145,15,1,wagon,1,2,2
44,7,191,60,4,hose,1,NA,0
44,7,15,145,1,dish,0,3,3
44,7,57,90,2,computer drive,1,3,3
44,7,170,172,4,glass,0,0,0
44,7,186,188,1,candle,1,NA,3
44,7,74,58,3,tire,1,3,3
44,7,135,117,3,magnifying glass,1,3,3
44,7,23,53,2,kite,1,2,3
44,8,8,153,1,bed,1,3,0
44,8,39,18,2,desk,0,3,3
44,8,151,97,4,key,1,NA,1
44,8,81,96,4,carriage,1,2,3
44,8,144,140,3,marker,1,3,0
44,8,73,68,1,wrench,1,3,3
44,8,159,162,2,hammer,1,0,3
44,8,157,33,3,axe,1,NA,NA
44,8,33,157,3,hammer,0,3,3
44,8,18,39,2,computer,1,0,3
44,8,68,73,1,pot,0,3,2
44,8,153,8,1,bat,1,3,2
44,8,97,151,4,scissoe,1,2,2
44,8,162,159,2,vacuum,1,3,0
44,8,140,144,3,hammer,1,3,3
44,8,96,81,4,truck,1,3,3
45,1,181,184,2,clipboard,1,1,3
45,1,118,115,2,mailbox,1,3,3
45,1,107,64,3,bowl,1,1,2
45,1,124,100,4,magnifying glass,1,3,3
45,1,161,163,4,pen,1,3,3
45,1,86,29,1,pot,0,NA,NA
45,1,177,179,3,papertowel,0,0,1
45,1,3,6,1,bowl,1,NA,NA
45,1,179,177,3,rug,0,2,1
45,1,6,3,1,tub,0,NA,NA
45,1,163,161,4,shoe,1,3,3
45,1,184,181,2,desk,1,3,3
45,1,115,118,2,bowl,1,3,3
45,1,100,124,4,satellite,1,3,3
45,1,64,107,3,clock,1,1,3
45,1,29,86,1,lamp,1,NA,NA
45,2,102,110,3,purse,1,3,1
45,2,37,112,1,comb,1,3,NA
45,2,183,185,4,microphone,1,NA,3
45,2,166,129,3,notebook,0,NA,2
45,2,189,19,2,corkscrew,1,3,3
45,2,137,28,4,flask,1,1,3
45,2,85,25,1,globe,0,3,NA
45,2,111,125,2,jar,1,3,3
45,2,19,189,2,necklace,1,3,3
45,2,110,102,3,chair,0,2,1
45,2,112,37,1,rake,0,3,0
45,2,125,111,2,corkscrew,1,1,3
45,2,25,85,1,calculator,1,NA,0
45,2,28,137,4,candle,1,3,3
45,2,185,183,4,mailbox,0,3,3
45,2,129,166,3,rope,1,NA,2
45,3,31,47,2,cellphone,1,0,NA
45,3,126,167,4,chest,1,3,3
45,3,192,133,4,ladder,1,1,2
45,3,66,95,3,pants,0,2,1
45,3,147,146,1,tentacle,1,2,3
45,3,30,69,3,walker,0,3,3
45,3,52,26,2,trashcan,0,1,1
45,3,61,121,1,lamp,0,NA,NA
45,3,95,66,3,keyboard,1,0,NA
45,3,167,126,4,toenail clipper,1,3,3
45,3,133,192,4,radio,0,3,3
45,3,26,52,2,camera,1,NA,NA
45,3,47,31,2,leaf,0,3,3
45,3,121,61,1,pipe,1,3,3
45,3,146,147,1,camera,1,3,3
45,3,69,30,3,umbrella,0,3,3
45,4,113,76,1,television,1,NA,1
45,4,80,50,4,chair,0,1,3
45,4,99,56,2,saw,1,3,NA
45,4,34,4,1,notebook,1,NA,3
45,4,139,14,4,clothes pin,1,3,3
45,4,187,2,2,shirt,0,3,3
45,4,7,119,3,battery,1,3,3
45,4,155,141,3,vase,0,3,3
45,4,14,139,4,binocular,1,3,NA
45,4,50,80,4,dresser,1,3,1
45,4,76,113,1,cheese grater,1,NA,NA
45,4,141,155,3,backpack,1,NA,3
45,4,56,99,2,cloth,0,3,2
45,4,2,187,2,backpack,1,2,3
45,4,119,7,3,flashlight,0,1,1
45,4,4,34,1,shirt,0,3,0
45,5,71,20,2,crib,0,1,1
45,5,103,11,3,tennis racket,1,3,3
45,5,32,122,4,chain,1,3,3
45,5,150,156,1,roses,1,NA,NA
45,5,44,43,4,crib,1,3,3
45,5,88,40,1,racket,0,3,3
45,5,143,128,2,high heels,1,0,NA
45,5,98,78,3,scarf,1,NA,0
45,5,122,32,4,fish hooker,1,3,3
45,5,128,143,2,backpack,1,1,1
45,5,43,44,4,crayon,1,3,3
45,5,40,88,1,briefcase,1,NA,0
45,5,156,150,1,ice tray,0,3,3
45,5,78,98,3,sweater,0,3,3
45,5,11,103,3,bib,1,2,1
45,5,20,71,2,briefcase,1,1,1
45,6,104,1,3,rolling pin,1,0,3
45,6,154,176,2,ladle,1,3,2
45,6,174,131,4,pants,0,NA,3
45,6,13,16,1,folder,1,3,3
45,6,165,45,2,mousetrap,1,0,3
45,6,62,123,3,flower pail,1,3,3
45,6,72,89,1,towel,0,3,2
45,6,79,59,4,sunglasses,1,NA,NA
45,6,1,104,3,teapot,1,1,3
45,6,16,13,1,book,1,3,3
45,6,89,72,1,sponge,0,1,3
45,6,123,62,3,lamp,1,3,1
45,6,176,154,2,paperclip,1,1,1
45,6,59,79,4,car keys,1,1,0
45,6,131,174,4,gloves,1,3,3
45,6,45,165,2,cutting board,1,3,3
45,7,145,15,4,internet modem,1,3,NA
45,7,53,23,1,couch,0,3,3
45,7,90,57,1,radio,0,NA,NA
45,7,172,170,3,paintbrush,0,3,3
45,7,117,135,2,plane,1,3,3
45,7,58,74,2,stove,0,1,1
45,7,188,186,4,vinyl,1,3,3
45,7,60,191,3,cord,1,3,3
45,7,186,188,4,light,1,3,3
45,7,74,58,2,wheel,1,3,3
45,7,57,90,1,radio,1,3,3
45,7,191,60,3,thernet cord,1,0,NA
45,7,15,145,4,yacht,1,2,2
45,7,23,53,1,paintholder,0,3,NA
45,7,135,117,2,phone,0,1,1
45,7,170,172,3,notebook,1,2,3
45,8,39,18,1,clipboard,1,3,0
45,8,73,68,4,toothbrush,1,3,3
45,8,151,97,3,key,0,1,2
45,8,81,96,3,stroller,1,3,3
45,8,157,33,2,axe,1,3,3
45,8,159,162,1,scissors,1,NA,3
45,8,144,140,2,marker,1,NA,0
45,8,8,153,4,bed,1,1,3
45,8,162,159,1,iron,0,3,1
45,8,33,157,2,office chair,1,NA,NA
45,8,96,81,3,truck,1,3,2
45,8,153,8,4,marker,1,3,NA
45,8,140,144,2,hammer,1,NA,3
45,8,18,39,1,bed,1,3,NA
45,8,68,73,4,vase,1,3,2
45,8,97,151,3,scissors,1,2,3
46,1,161,163,1,pen,0,0,NA
46,1,3,6,2,balls,1,3,3
46,1,86,29,2,shovel,1,3,3
46,1,177,179,4,paper towel,1,3,3
46,1,107,64,4,ring,1,3,3
46,1,118,115,3,tub,1,3,3
46,1,124,100,1,candlestick,0,NA,NA
46,1,181,184,3,clipboard,1,2,2
46,1,6,3,2,tub,0,3,3
46,1,100,124,1,satellite,1,NA,NA
46,1,163,161,1,steering wheel,0,NA,0
46,1,179,177,4,mat,1,3,3
46,1,184,181,3,chest,1,2,2
46,1,64,107,4,watch,1,3,3
46,1,115,118,3,pillow,0,2,2
46,1,29,86,2,candlestick,1,3,3
46,2,102,110,4,saddle,1,NA,3
46,2,85,25,2,clamp,1,2,3
46,2,37,112,2,comb,1,3,3
46,2,183,185,1,rake,1,2,NA
46,2,166,129,4,nail,1,3,3
46,2,137,28,1,foot stool,0,NA,NA
46,2,189,19,3,pen,1,3,2
46,2,111,125,3,mirror,0,3,2
46,2,19,189,3,bracelet,1,3,3
46,2,110,102,4,saddle,0,2,3
46,2,25,85,2,calculator,1,3,3
46,2,28,137,1,drum,0,3,0
46,2,112,37,2,rake,1,3,3
46,2,185,183,1,microphone,0,3,NA
46,2,129,166,4,knot,1,0,3
46,2,125,111,3,corkscrew,1,NA,3
46,3,61,121,2,wine glass,1,3,3
46,3,147,146,2,hol puncher,1,3,3
46,3,192,133,1,ladder,1,3,3
46,3,66,95,4,wallet,1,2,3
46,3,31,47,3,cellphone,0,3,2
46,3,30,69,4,cane,1,NA,NA
46,3,52,26,3,wallet,1,3,3
46,3,126,167,1,cellphone,1,0,0
46,3,121,61,2,mug,1,3,3
46,3,167,126,1,nailclipper,1,3,3
46,3,47,31,3,egg,1,NA,NA
46,3,95,66,4,hol puncher,1,NA,NA
46,3,133,192,1,guitar,0,3,3
46,3,146,147,2,hinge,1,3,3
46,3,69,30,4,umbrella,1,3,3
46,3,26,52,3,camera,1,2,2
46,4,155,141,4,lamp,0,3,NA
46,4,113,76,2,radio,1,3,3
